cpu_usage_percent,cpu_freq_current,memory_total,memory_available,memory_percent,memory_used,memory_free,swap_used,swap_percent,cpu_temperature
0.0,600.0,891674624,692088832,22.4,174702592,8822784,0,0.0,59.072
0.0,600.0,891674624,692088832,22.4,174702592,8822784,0,0.0,59.072
3.5,800.0,891674624,691961856,22.4,174829568,8695808,0,0.0,59.072
10.9,800.0,891674624,691539968,22.4,175218688,8257536,0,0.0,60.148
9.3,700.0,891674624,691150848,22.5,175599616,7663616,0,0.0,60.148
9.7,600.0,891674624,691834880,22.4,174891008,8400896,0,0.0,60.148
1.0,600.0,891674624,691834880,22.4,174891008,8400896,0,0.0,59.61
0.0,600.0,891674624,691834880,22.4,174891008,8400896,0,0.0,60.148
0.8,600.0,891674624,691834880,22.4,174891008,8400896,0,0.0,59.072
0.0,600.0,891674624,691834880,22.4,174886912,8400896,0,0.0,59.072
0.3,600.0,891674624,691834880,22.4,174886912,8400896,0,0.0,59.072
0.0,600.0,891674624,691834880,22.4,174886912,8400896,0,0.0,59.072
0.0,600.0,891674624,691834880,22.4,174886912,8400896,0,0.0,59.072
0.2,600.0,891674624,691707904,22.4,175013888,8273920,0,0.0,59.072
0.8,600.0,891674624,691707904,22.4,175013888,8273920,0,0.0,59.072
