time,cpu_usage_percent,cpu_freq_current,memory_total,memory_available,memory_percent,memory_used,memory_free,swap_used,swap_percent,packets_received,cpu_temperature
14:05:51.467408,0.3,600.0,891674624,702316544,21.2,164503552,418295808,0,0.0,1166150,51.54
14:05:52.479126,20.1,1200.0,891674624,702152704,21.3,164667392,418131968,0,0.0,1172335,51.54
14:05:53.490756,25.0,1200.0,891674624,702185472,21.3,164634624,418164736,0,0.0,1180054,52.616
14:05:54.502364,24.7,1200.0,891674624,702185472,21.3,164634624,418164736,0,0.0,1187604,53.154
14:05:55.514003,24.9,1200.0,891674624,702058496,21.3,164761600,418037760,0,0.0,1195307,53.692
14:05:56.525669,24.9,1200.0,891674624,701861888,21.3,164945920,417841152,0,0.0,1203041,54.23
14:05:57.537286,25.3,1200.0,891674624,702124032,21.3,164683776,418103296,0,0.0,1210704,54.23
14:05:58.549024,25.0,1200.0,891674624,702095360,21.3,164716544,418070528,0,0.0,1218364,54.768
14:05:59.560763,24.9,1200.0,891674624,702062592,21.3,164749312,418037760,0,0.0,1226046,55.306
14:06:00.572382,25.0,1200.0,891674624,701997056,21.3,164814848,417972224,0,0.0,1233714,54.768
14:06:01.590296,8.7,600.0,891674624,702226432,21.2,164585472,418201600,0,0.0,1236324,54.768
14:06:02.606425,0.3,600.0,891674624,702226432,21.2,164585472,418201600,0,0.0,1236324,54.23
