cpu_usage_percent,cpu_freq_current,memory_total,memory_available,memory_percent,memory_used,memory_free,swap_used,swap_percent,cpu_temperature
0.5,600.0,891674624,691662848,22.4,175124480,26533888,0,0.0,58.534
0.0,600.0,891674624,691662848,22.4,175124480,26533888,0,0.0,57.996
1.8,800.0,891674624,691687424,22.4,175095808,26558464,0,0.0,58.534
0.8,600.0,891674624,691654656,22.4,175112192,26525696,0,0.0,57.996
0.0,600.0,891674624,691654656,22.4,175112192,26525696,0,0.0,58.534
0.5,600.0,891674624,691654656,22.4,175112192,26525696,0,0.0,58.534
0.5,600.0,891674624,691679232,22.4,175112192,26525696,0,0.0,58.534
0.0,600.0,891674624,691679232,22.4,175112192,26525696,0,0.0,58.534
0.0,600.0,891674624,691679232,22.4,175112192,26525696,0,0.0,58.534
0.0,600.0,891674624,691679232,22.4,175112192,26525696,0,0.0,58.534
