cpu_usage_percent,cpu_freq_current,memory_total,memory_available,memory_percent,memory_used,memory_free,swap_used,swap_percent,cpu_temperature
0.0,600.0,891674624,691167232,22.5,175587328,8941568,0,0.0,59.072
0.3,600.0,891674624,691167232,22.5,175587328,8941568,0,0.0,59.072
2.3,1000.0,891674624,691167232,22.5,175583232,8933376,0,0.0,59.072
10.9,800.0,891674624,690737152,22.5,175996928,8368128,0,0.0,59.61
10.6,800.0,891674624,690106368,22.6,176607232,7532544,0,0.0,60.148
10.1,600.0,891674624,691007488,22.5,175697920,8384512,0,0.0,59.072
0.0,600.0,891674624,691040256,22.5,175689728,8491008,0,0.0,59.072
0.0,600.0,891674624,691040256,22.5,175689728,8491008,0,0.0,59.072
0.5,700.0,891674624,691040256,22.5,175689728,8491008,0,0.0,59.072
0.5,600.0,891674624,690913280,22.5,175816704,8364032,0,0.0,59.072
