time,cpu_usage_percent,cpu_freq_current,memory_total,memory_available,memory_percent,memory_used,memory_free,swap_used,swap_percent,packets_received,cpu_temperature
13:59:04.598617,0.0,600.0,891674624,702361600,21.2,164458496,418836480,0,0.0,475176,51.002
13:59:05.612414,10.3,1000.0,891674624,701759488,21.3,165150720,418136064,0,0.0,481247,51.002
13:59:06.625878,14.9,1000.0,891674624,701501440,21.3,165212160,418041856,0,0.0,489479,52.078
13:59:07.639079,12.7,1000.0,891674624,701566976,21.3,165179392,418074624,0,0.0,497677,52.616
13:59:08.652217,16.7,1200.0,891674624,701534208,21.3,165277696,418009088,0,0.0,505893,53.692
13:59:09.665954,13.4,1000.0,891674624,701665280,21.3,165105664,418074624,0,0.0,514119,53.692
13:59:10.679527,13.8,1000.0,891674624,701435904,21.3,165367808,418041856,0,0.0,522327,53.154
13:59:11.693450,13.0,1000.0,891674624,701501440,21.3,165302272,417976320,0,0.0,530567,53.692
13:59:12.707097,13.5,1000.0,891674624,701825024,21.3,165109760,418201600,0,0.0,538795,54.23
13:59:13.719554,13.4,1200.0,891674624,701599744,21.3,165302272,417976320,0,0.0,546976,54.23
13:59:14.733618,14.9,1000.0,891674624,701591552,21.3,165203968,418107392,0,0.0,555215,54.23
13:59:15.747285,14.1,1000.0,891674624,701530112,21.3,165490688,417787904,0,0.0,563453,54.768
13:59:16.759882,12.9,1200.0,891674624,701440000,21.3,165355520,417923072,0,0.0,571657,54.768
13:59:17.773747,12.9,1000.0,891674624,701489152,21.3,165306368,417972224,0,0.0,579894,54.768
13:59:18.787370,13.1,1000.0,891674624,701521920,21.3,165273600,418004992,0,0.0,588133,54.768
13:59:19.801304,15.5,1000.0,891674624,701648896,21.3,165310464,417968128,0,0.0,596033,55.306
13:59:20.815054,13.1,1000.0,891674624,701456384,21.3,165396480,417873920,0,0.0,604261,55.844
13:59:21.828853,13.8,1000.0,891674624,701710336,21.3,164978688,418291712,0,0.0,612487,55.306
13:59:22.842343,12.9,1100.0,891674624,701616128,21.3,165203968,418066432,0,0.0,620644,55.844
13:59:23.856147,13.6,1000.0,891674624,701526016,21.3,165163008,418107392,0,0.0,628871,55.844
13:59:24.869112,14.5,1100.0,891674624,701652992,21.3,165167104,418103296,0,0.0,637107,55.844
13:59:25.882902,12.8,1000.0,891674624,701325312,21.3,165502976,417755136,0,0.0,645345,55.844
13:59:26.896799,12.3,1000.0,891674624,701325312,21.3,165502976,417886208,0,0.0,653578,56.382
13:59:27.934111,13.5,1050.0,891674624,701292544,21.3,165470208,417787904,0,0.0,661957,56.92
13:59:28.973484,13.1,1100.0,891674624,701517824,21.3,165310464,417947648,0,0.0,670405,55.844
13:59:29.999118,15.3,1100.0,891674624,701546496,21.3,165150720,418107392,0,0.0,678782,55.844
13:59:31.013083,13.7,1000.0,891674624,701804544,21.3,164982784,418267136,0,0.0,686946,56.382
13:59:32.026744,12.8,1000.0,891674624,701677568,21.3,165109760,418140160,0,0.0,695186,56.382
13:59:33.040476,13.2,1000.0,891674624,701616128,21.3,165335040,417914880,0,0.0,703426,56.92
13:59:34.054174,13.0,1000.0,891674624,701546496,21.3,165240832,418041856,0,0.0,711309,56.92
13:59:35.067882,13.3,1000.0,891674624,701390848,21.3,165429248,417820672,0,0.0,719541,56.92
13:59:36.088844,16.4,1000.0,891674624,701550592,21.3,165236736,418013184,0,0.0,727843,56.92
13:59:37.102531,14.1,1000.0,891674624,701485056,21.3,165400576,417882112,0,0.0,736066,56.92
13:59:38.116201,13.2,1000.0,891674624,701485056,21.3,165335040,417914880,0,0.0,744304,57.458
13:59:39.129908,12.6,1000.0,891674624,701509632,21.3,165326848,417980416,0,0.0,752478,56.92
13:59:40.142206,13.8,1100.0,891674624,701603840,21.3,165232640,418009088,0,0.0,760663,56.92
13:59:41.155774,13.5,1000.0,891674624,701575168,21.3,165261312,417980416,0,0.0,768875,57.458
13:59:42.169740,15.0,1000.0,891674624,701636608,21.3,165199872,418041856,0,0.0,777104,56.92
13:59:43.183344,13.6,1000.0,891674624,701542400,21.3,165294080,417947648,0,0.0,785343,56.92
13:59:44.196514,15.0,1000.0,891674624,701575168,21.3,165244928,417980416,0,0.0,793565,56.92
13:59:45.210110,13.9,1000.0,891674624,701636608,21.3,165183488,418041856,0,0.0,801799,56.92
13:59:46.224474,13.3,900.0,891674624,701575168,21.3,165212160,418045952,0,0.0,810043,56.92
