cpu_usage_percent,cpu_freq_current,memory_total,memory_available,memory_percent,memory_used,memory_free,swap_used,swap_percent,cpu_temperature
0.0,600.0,891674624,690921472,22.5,175874048,10317824,0,0.0,59.072
0.0,600.0,891674624,690921472,22.5,175874048,10317824,0,0.0,58.534
0.2,600.0,891674624,690921472,22.5,175874048,10317824,0,0.0,57.996
0.8,600.0,891674624,690921472,22.5,175874048,10317824,0,0.0,59.072
0.7,600.0,891674624,690921472,22.5,175874048,10317824,0,0.0,57.996
0.0,600.0,891674624,690921472,22.5,175874048,10317824,0,0.0,58.534
6.0,700.0,891674624,690806784,22.5,175968256,10203136,0,0.0,59.072
9.4,700.0,891674624,690237440,22.6,176541696,9490432,0,0.0,59.61
9.6,800.0,891674624,689434624,22.7,177303552,8523776,0,0.0,59.61
9.6,600.0,891674624,690561024,22.6,176136192,9854976,0,0.0,59.072
