cpu_usage_percent,cpu_freq_current,memory_total,memory_available,memory_percent,memory_used,memory_free,swap_used,swap_percent,cpu_temperature
0.0,600.0,891674624,691466240,22.5,175329280,9961472,0,0.0,58.534
0.0,600.0,891674624,691466240,22.5,175329280,9961472,0,0.0,58.534
3.7,800.0,891674624,691482624,22.5,175300608,9994240,0,0.0,59.072
8.7,700.0,891674624,691216384,22.5,175517696,9695232,0,0.0,59.072
9.2,800.0,891674624,690720768,22.5,176017408,8908800,0,0.0,59.072
13.5,600.0,891674624,691236864,22.5,175489024,9826304,0,0.0,59.61
0.0,600.0,891674624,691462144,22.5,175230976,10039296,0,0.0,59.072
0.0,600.0,891674624,691462144,22.5,175230976,10039296,0,0.0,59.072
0.3,600.0,891674624,691380224,22.5,175353856,9912320,0,0.0,59.072
0.0,600.0,891674624,691380224,22.5,175353856,9912320,0,0.0,59.072
