cpu_usage_percent,cpu_freq_current,memory_total,memory_available,memory_percent,memory_used,memory_free,swap_used,swap_percent,cpu_temperature
0.0,600.0,891674624,691765248,22.4,175030272,8921088,0,0.0,59.61
0.0,600.0,891674624,691765248,22.4,175030272,8921088,0,0.0,59.072
4.1,700.0,891674624,691781632,22.4,175013888,8937472,0,0.0,59.072
10.3,800.0,891674624,691191808,22.5,175591424,8298496,0,0.0,59.61
9.2,900.0,891674624,690339840,22.6,176394240,7303168,0,0.0,60.148
8.2,600.0,891674624,691560448,22.4,175153152,8740864,0,0.0,60.148
0.0,600.0,891674624,691679232,22.4,175054848,8839168,0,0.0,59.61
0.0,600.0,891674624,691679232,22.4,175054848,8839168,0,0.0,59.072
0.5,600.0,891674624,691679232,22.4,175054848,8839168,0,0.0,59.072
0.0,600.0,891674624,691679232,22.4,175054848,8839168,0,0.0,59.072
0.0,600.0,891674624,691679232,22.4,175054848,8839168,0,0.0,59.072
0.0,600.0,891674624,691679232,22.4,175054848,8839168,0,0.0,59.61
0.0,600.0,891674624,691679232,22.4,175054848,8839168,0,0.0,59.072
1.0,600.0,891674624,691781632,22.4,174952448,8941568,0,0.0,59.072
0.2,600.0,891674624,691806208,22.4,174927872,8966144,0,0.0,59.61
