cpu_usage_percent,cpu_freq_current,memory_total,memory_available,memory_percent,memory_used,memory_free,swap_used,swap_percent,cpu_temperature
0.0,600.0,891674624,691523584,22.4,175271936,26587136,0,0.0,57.996
0.0,600.0,891674624,691523584,22.4,175267840,26587136,0,0.0,58.534
0.5,600.0,891674624,691523584,22.4,175267840,26587136,0,0.0,57.996
0.3,600.0,891674624,691523584,22.4,175267840,26587136,0,0.0,57.996
0.8,600.0,891674624,691400704,22.5,175394816,26460160,0,0.0,57.996
0.2,600.0,891674624,691400704,22.5,175394816,26460160,0,0.0,57.996
0.0,600.0,891674624,691400704,22.5,175394816,26460160,0,0.0,57.996
0.3,600.0,891674624,691400704,22.5,175394816,26460160,0,0.0,57.996
0.0,600.0,891674624,691367936,22.5,175427584,26427392,0,0.0,57.996
1.0,600.0,891674624,691470336,22.5,175325184,26529792,0,0.0,57.996
