cpu_usage_percent,cpu_freq_current,memory_total,memory_available,memory_percent,memory_used,memory_free,swap_used,swap_percent,cpu_temperature
0.0,600.0,891674624,691273728,22.5,175521792,10543104,0,0.0,60.686
0.2,600.0,891674624,691146752,22.5,175648768,10416128,0,0.0,60.148
10.6,1200.0,891674624,690909184,22.5,175882240,10166272,0,0.0,60.686
48.2,1200.0,891674624,687435776,22.9,179322880,6189056,0,0.0,62.3
47.1,1200.0,891674624,687751168,22.9,178896896,8613888,0,0.0,63.376
44.9,1200.0,891674624,687726592,22.9,178917376,8720384,0,0.0,64.452
46.3,1200.0,891674624,687890432,22.9,178884608,8622080,0,0.0,64.452
47.1,1200.0,891674624,687828992,22.9,179044352,8593408,0,0.0,65.528
46.7,1200.0,891674624,687812608,22.9,179093504,8544256,0,0.0,66.066
45.4,1200.0,891674624,687763456,22.9,179142656,8626176,0,0.0,66.604
46.7,1200.0,891674624,688091136,22.8,178667520,8966144,0,0.0,66.604
46.1,1200.0,891674624,688435200,22.8,178356224,9277440,0,0.0,67.142
24.7,800.0,891674624,689393664,22.7,177397760,10235904,0,0.0,66.604
6.5,600.0,891674624,691146752,22.5,175644672,12320768,0,0.0,65.528
0.0,600.0,891674624,691146752,22.5,175644672,12320768,0,0.0,65.528
