time,cpu_usage_percent,cpu_freq_current,memory_total,memory_available,memory_percent,memory_used,memory_free,swap_used,swap_percent,packets_received,cpu_temperature
15:54:20.780980,0.0,600.0,891674624,697995264,21.7,168841216,337915904,0,0.0,3374014,52.078
15:54:21.798129,0.0,600.0,891674624,697868288,21.7,168968192,337788928,0,0.0,3374015,52.078
15:54:22.813322,1.6,800.0,891674624,697966592,21.7,168869888,337887232,0,0.0,3374732,52.078
15:54:23.828549,5.7,800.0,891674624,697614336,21.8,169222144,337502208,0,0.0,3376719,52.616
15:54:24.844642,9.1,800.0,891674624,697679872,21.8,169156608,337600512,0,0.0,3379096,52.616
15:54:25.860407,9.7,800.0,891674624,697712640,21.8,169123840,337633280,0,0.0,3381554,53.154
15:54:26.876128,7.9,800.0,891674624,697679872,21.8,169140224,337600512,0,0.0,3384007,53.692
15:54:27.891351,6.9,800.0,891674624,697487360,21.8,169332736,337408000,0,0.0,3386472,53.692
15:54:28.906448,8.9,800.0,891674624,697516032,21.8,169304064,337436672,0,0.0,3388942,53.692
15:54:29.922111,9.2,800.0,891674624,697614336,21.8,169205760,337534976,0,0.0,3391386,53.692
15:54:30.937674,9.7,800.0,891674624,697614336,21.8,169172992,337567744,0,0.0,3393811,53.692
15:54:31.952262,8.6,900.0,891674624,697614336,21.8,169205760,337534976,0,0.0,3396277,53.692
15:54:32.967027,6.5,800.0,891674624,697790464,21.7,169046016,337686528,0,0.0,3398303,53.692
15:54:33.982059,7.6,800.0,891674624,697757696,21.7,169078784,337653760,0,0.0,3400360,53.692
15:54:34.996887,8.4,800.0,891674624,697344000,21.8,169459712,337272832,0,0.0,3402381,53.692
15:54:36.011984,9.9,825.0,891674624,697278464,21.8,169558016,337174528,0,0.0,3404833,53.692
15:54:37.027968,9.1,800.0,891674624,697384960,21.8,169451520,337281024,0,0.0,3407236,54.23
15:54:38.044061,8.2,800.0,891674624,697257984,21.8,169578496,337154048,0,0.0,3409260,54.23
15:54:39.059736,6.7,800.0,891674624,697257984,21.8,169578496,337154048,0,0.0,3411283,54.23
15:54:40.074650,6.7,800.0,891674624,697290752,21.8,169545728,337186816,0,0.0,3413243,54.23
15:54:41.089722,6.2,800.0,891674624,697360384,21.8,169476096,337256448,0,0.0,3415224,54.23
15:54:42.105414,9.2,800.0,891674624,697163776,21.8,169664512,337059840,0,0.0,3417202,53.692
15:54:43.120321,7.9,800.0,891674624,697257984,21.8,169570304,337154048,0,0.0,3419223,54.23
15:54:44.135366,5.7,800.0,891674624,697290752,21.8,169537536,337186816,0,0.0,3421221,53.692
15:54:45.150546,7.7,800.0,891674624,697290752,21.8,169537536,337186816,0,0.0,3423242,54.768
15:54:46.166532,6.9,800.0,891674624,697384960,21.8,169570304,337154048,0,0.0,3425225,54.768
15:54:47.183449,8.2,725.0,891674624,697384960,21.8,169443328,337281024,0,0.0,3427204,54.23
15:54:48.199960,7.3,800.0,891674624,697225216,21.8,169594880,337121280,0,0.0,3429350,54.768
15:54:49.216296,8.1,800.0,891674624,697257984,21.8,169562112,337154048,0,0.0,3431715,54.23
15:54:50.231780,7.2,800.0,891674624,697196544,21.8,169623552,337092608,0,0.0,3433745,54.23
15:54:51.247336,8.2,800.0,891674624,697163776,21.8,169689088,337027072,0,0.0,3435769,53.692
15:54:52.262252,8.5,800.0,891674624,697192448,21.8,169627648,337088512,0,0.0,3437802,54.768
15:54:53.277174,7.5,800.0,891674624,697225216,21.8,169562112,337154048,0,0.0,3439761,54.23
15:54:54.291839,5.9,900.0,891674624,697257984,21.8,169562112,337154048,0,0.0,3441787,54.23
15:54:55.308177,6.5,800.0,891674624,697257984,21.8,169529344,337186816,0,0.0,3443821,54.768
15:54:56.323726,8.2,800.0,891674624,697257984,21.8,169529344,337186816,0,0.0,3445812,54.768
15:54:57.338897,6.2,800.0,891674624,697159680,21.8,169529344,337186816,0,0.0,3447804,54.768
15:54:58.354121,7.3,800.0,891674624,697225216,21.8,169594880,337121280,0,0.0,3449787,54.23
15:54:59.369904,7.2,800.0,891674624,697417728,21.8,169394176,337313792,0,0.0,3451868,54.23
15:55:00.384522,7.4,900.0,891674624,697257984,21.8,169553920,337121280,0,0.0,3453972,54.768
15:55:01.399198,5.9,900.0,891674624,697257984,21.8,169553920,337154048,0,0.0,3456044,54.768
15:55:02.413626,6.9,900.0,891674624,697257984,21.8,169553920,337154048,0,0.0,3458123,54.768
15:55:03.428729,8.9,800.0,891674624,697384960,21.8,169426944,337281024,0,0.0,3460204,54.768
15:55:04.444636,8.4,725.0,891674624,697290752,21.8,169521152,337186816,0,0.0,3462152,54.768
15:55:05.460642,5.9,800.0,891674624,697131008,21.8,169680896,337027072,0,0.0,3464115,54.768
