cpu_usage_percent,cpu_freq_current,memory_total,memory_available,memory_percent,memory_used,memory_free,swap_used,swap_percent,cpu_temperature
0.0,600.0,891674624,691720192,22.4,175046656,12177408,0,0.0,62.838
0.5,600.0,891674624,691695616,22.4,175071232,12152832,0,0.0,62.3
10.2,1200.0,891674624,691687424,22.5,175276032,11943936,0,0.0,63.376
44.5,1200.0,891674624,689176576,22.7,177315840,9531392,0,0.0,64.452
47.7,1200.0,891674624,688238592,22.8,178630656,8114176,0,0.0,65.528
46.9,1200.0,891674624,687828992,22.8,178798592,7909376,0,0.0,66.604
46.2,1200.0,891674624,687898624,22.9,178855936,7831552,0,0.0,66.604
47.4,1200.0,891674624,688160768,22.8,178593792,8159232,0,0.0,67.68
45.9,1200.0,891674624,687902720,22.8,178745344,7942144,0,0.0,67.68
44.6,1200.0,891674624,687874048,22.9,178905088,7782400,0,0.0,68.218
45.3,1200.0,891674624,688185344,22.8,178606080,7950336,0,0.0,68.756
46.9,1200.0,891674624,688484352,22.8,178176000,8499200,0,0.0,69.294
24.5,600.0,891674624,689438720,22.7,177352704,9334784,0,0.0,68.218
0.8,600.0,891674624,689459200,22.7,177332224,9355264,0,0.0,67.68
0.0,600.0,891674624,689459200,22.7,177332224,9355264,0,0.0,66.604
6.5,600.0,891674624,691060736,22.5,175730688,11321344,0,0.0,65.528
