cpu_usage_percent,cpu_freq_current,memory_total,memory_available,memory_percent,memory_used,memory_free,swap_used,swap_percent,cpu_temperature
0.5,600.0,891674624,691290112,22.5,175505408,10518528,0,0.0,59.61
0.3,600.0,891674624,691298304,22.5,175497216,10526720,0,0.0,59.61
5.1,1000.0,891674624,691208192,22.5,175579136,10436608,0,0.0,59.61
22.4,975.0,891674624,690753536,22.5,175992832,9981952,0,0.0,61.224
21.6,1100.0,891674624,690061312,22.6,176701440,9113600,0,0.0,61.224
26.4,1100.0,891674624,690225152,22.6,176488448,9326592,0,0.0,62.3
0.3,600.0,891674624,690851840,22.5,175865856,9986048,0,0.0,61.224
0.2,600.0,891674624,690851840,22.5,175865856,9986048,0,0.0,60.148
0.2,600.0,891674624,690851840,22.5,175865856,9986048,0,0.0,60.686
0.0,600.0,891674624,690851840,22.5,175865856,9986048,0,0.0,60.148
