cpu_usage_percent,cpu_freq_current,memory_total,memory_available,memory_percent,memory_used,memory_free,swap_used,swap_percent,cpu_temperature
0.0,600.0,891674624,691249152,22.5,175497216,9318400,0,0.0,59.072
0.3,600.0,891674624,691249152,22.5,175497216,9318400,0,0.0,59.072
16.6,900.0,891674624,691007488,22.5,175726592,9011200,0,0.0,59.072
23.3,1200.0,891674624,688521216,22.8,178208768,6152192,0,0.0,60.686
24.7,600.0,891674624,690286592,22.6,176435200,8069120,0,0.0,60.686
0.0,600.0,891674624,690286592,22.6,176431104,8069120,0,0.0,60.148
0.7,600.0,891674624,690540544,22.6,176177152,8323072,0,0.0,60.148
0.3,600.0,891674624,690573312,22.6,176177152,8323072,0,0.0,60.148
0.0,650.0,891674624,690573312,22.6,176177152,8323072,0,0.0,59.072
0.0,600.0,891674624,690573312,22.6,176177152,8323072,0,0.0,59.61
