cpu_usage_percent,cpu_freq_current,memory_total,memory_available,memory_percent,memory_used,memory_free,swap_used,swap_percent,cpu_temperature
5.5,1200.0,891674624,691032064,22.5,175763456,12324864,0,0.0,62.3
45.5,1200.0,891674624,688680960,22.8,178061312,9605120,0,0.0,63.376
46.8,1200.0,891674624,687603712,22.9,179175424,8273920,0,0.0,64.99
46.1,1200.0,891674624,687964160,22.8,178806784,8601600,0,0.0,64.452
47.1,1200.0,891674624,687919104,22.9,178851840,8556544,0,0.0,65.528
46.6,1200.0,891674624,687726592,22.9,178913280,8495104,0,0.0,66.066
47.2,1000.0,891674624,687337472,22.9,179433472,7974912,0,0.0,66.604
45.2,1200.0,891674624,688152576,22.8,178749440,8790016,0,0.0,67.68
44.3,900.0,891674624,687808512,22.9,179093504,8445952,0,0.0,66.604
45.9,1200.0,891674624,688836608,22.8,178065408,9342976,0,0.0,68.218
32.0,1200.0,891674624,689471488,22.7,177283072,10108928,0,0.0,67.68
1.0,600.0,891674624,690966528,22.5,175738880,11866112,0,0.0,66.604
0.5,600.0,891674624,690941952,22.5,175763456,11841536,0,0.0,64.99
0.0,600.0,891674624,691015680,22.5,175738880,11866112,0,0.0,64.452
0.0,600.0,891674624,691015680,22.5,175738880,11866112,0,0.0,63.376
