cpu_usage_percent,cpu_freq_current,memory_total,memory_available,memory_percent,memory_used,memory_free,swap_used,swap_percent,cpu_temperature
0.0,600.0,891674624,690270208,22.6,176521216,11358208,0,0.0,71.446
0.2,600.0,891674624,690270208,22.6,176521216,11358208,0,0.0,70.908
10.5,1200.0,891674624,690143232,22.6,176648192,11231232,0,0.0,71.446
45.6,1200.0,891674624,687116288,22.9,179486720,7995392,0,0.0,73.06
49.6,1200.0,891674624,686882816,23.0,179863552,7487488,0,0.0,74.136
49.8,1200.0,891674624,686743552,23.0,179863552,7446528,0,0.0,75.212
50.0,1200.0,891674624,686981120,23.0,179888128,7421952,0,0.0,75.212
49.6,1200.0,891674624,686723072,23.0,179884032,7426048,0,0.0,75.212
49.6,1200.0,891674624,686854144,23.0,179752960,7557120,0,0.0,76.288
49.5,825.0,891674624,686637056,23.0,180101120,7208960,0,0.0,76.826
48.7,1200.0,891674624,686747648,23.0,179990528,7319552,0,0.0,77.364
49.9,1200.0,891674624,687009792,23.0,179613696,7696384,0,0.0,77.364
48.2,1200.0,891674624,686637056,23.0,179970048,7340032,0,0.0,77.364
49.7,1200.0,891674624,686473216,23.0,180264960,7045120,0,0.0,77.902
50.4,1200.0,891674624,686936064,23.0,179802112,7639040,0,0.0,78.44
49.6,1200.0,891674624,686743552,23.0,180006912,7303168,0,0.0,77.902
49.7,1200.0,891674624,687079424,22.9,179671040,7639040,0,0.0,78.44
49.9,1200.0,891674624,686510080,23.0,180240384,7069696,0,0.0,78.44
49.2,1200.0,891674624,686780416,23.0,179970048,7340032,0,0.0,78.978
49.7,1200.0,891674624,686710784,23.0,180039680,7270400,0,0.0,78.978
49.9,1200.0,891674624,686845952,23.0,179904512,7405568,0,0.0,79.516
50.1,1200.0,891674624,686415872,23.0,180203520,7098368,0,0.0,79.516
49.9,1200.0,891674624,686964736,23.0,179785728,7516160,0,0.0,79.516
49.7,1200.0,891674624,687087616,22.9,179662848,7639040,0,0.0,79.516
48.9,1200.0,891674624,686718976,23.0,180031488,7270400,0,0.0,80.054
50.3,1200.0,891674624,687230976,22.9,179519488,7913472,0,0.0,79.516
