cpu_usage_percent,cpu_freq_current,memory_total,memory_available,memory_percent,memory_used,memory_free,swap_used,swap_percent,cpu_temperature
0.0,600.0,891674624,691007488,22.5,175788032,8257536,0,0.0,59.072
0.2,600.0,891674624,691007488,22.5,175788032,8257536,0,0.0,59.072
2.0,925.0,891674624,691007488,22.5,175788032,8257536,0,0.0,59.072
11.3,700.0,891674624,690454528,22.6,176300032,7688192,0,0.0,59.072
11.4,800.0,891674624,690221056,22.6,176513024,7262208,0,0.0,60.148
11.5,600.0,891674624,691040256,22.5,175669248,8364032,0,0.0,60.148
0.0,600.0,891674624,691154944,22.5,175554560,8478720,0,0.0,59.61
0.0,600.0,891674624,691154944,22.5,175554560,8478720,0,0.0,59.61
0.0,600.0,891674624,691154944,22.5,175554560,8478720,0,0.0,59.072
0.8,600.0,891674624,691154944,22.5,175554560,8478720,0,0.0,59.072
0.0,600.0,891674624,691179520,22.5,175554560,8478720,0,0.0,59.072
0.0,600.0,891674624,691179520,22.5,175554560,8478720,0,0.0,59.072
0.0,600.0,891674624,691187712,22.5,175546368,8486912,0,0.0,59.072
0.0,600.0,891674624,691187712,22.5,175546368,8486912,0,0.0,58.534
0.3,600.0,891674624,691187712,22.5,175546368,8486912,0,0.0,59.072
