cpu_usage_percent,cpu_freq_current,memory_total,memory_available,memory_percent,memory_used,memory_free,swap_used,swap_percent,cpu_temperature
0.8,600.0,891674624,691044352,22.5,175747072,9699328,0,0.0,60.148
0.0,600.0,891674624,690917376,22.5,175874048,9572352,0,0.0,59.072
3.0,1000.0,891674624,690917376,22.5,175874048,9572352,0,0.0,60.148
18.7,800.0,891674624,690802688,22.5,175951872,9457664,0,0.0,60.686
24.1,1100.0,891674624,689995776,22.6,176697344,8503296,0,0.0,61.224
21.5,1000.0,891674624,689238016,22.7,177520640,7491584,0,0.0,61.762
7.3,600.0,891674624,690827264,22.5,175923200,9240576,0,0.0,61.224
0.0,600.0,891674624,690827264,22.5,175923200,9240576,0,0.0,60.148
0.0,600.0,891674624,690827264,22.5,175923200,9240576,0,0.0,60.148
0.0,600.0,891674624,690827264,22.5,175923200,9240576,0,0.0,60.148
